RCDTS,School Name,City,County,District Size,School Type,# Science Proficiency Total Student,# Science Proficiency - Male,# Science Proficiency - Female,# Science Proficiency - White,# Science Proficiency - Black or African American,# Science Proficiency - Hispanic or Latino,# Science Proficiency - Asian,# Science Proficiency - Native Hawaiian or Other Pacific Islander,# Science Proficiency - American Indian or Alaska Native,# Science Proficiency - Two or More Races,# Science Proficiency - Children with Disabilities
340491090022007,Wilmot Elem School,Deerfield,Lake,LARGE,ELEMENTARY,69.0,31.0,38.0,55.0,,,,,,,14.0
340491090022008,South Park Elem School,Deerfield,Lake,LARGE,ELEMENTARY,42.0,21.0,21.0,32.0,,,,,,,9.0
340491120021001,Northwood Middle School,Highland Park,Lake,LARGE,MIDDLE SCHL,113.0,57.0,56.0,61.0,,35.0,9.0,,,,19.0
340491120021002,Edgewood Middle School,Highland Park,Lake,LARGE,MIDDLE SCHL,166.0,86.0,80.0,141.0,,13.0,,,,,37.0
340491120022002,Braeside Elem School,Highland Park,Lake,LARGE,ELEMENTARY,32.0,19.0,13.0,25.0,,,,,,,14.0
340491120022003,Indian Trail Elem School,Highland Park,Lake,LARGE,ELEMENTARY,51.0,25.0,26.0,45.0,,,,,,,9.0
340491120022004,Ravinia Elem School,Highland Park,Lake,LARGE,ELEMENTARY,28.0,11.0,17.0,22.0,,,,,,,
340491120022005,Sherwood Elem School,Highland Park,Lake,LARGE,ELEMENTARY,36.0,16.0,20.0,27.0,,,,,,,11.0
340491120022006,Red Oak Elem School,Highland Park,Lake,LARGE,ELEMENTARY,22.0,15.0,7.0,11.0,,6.0,,,,,
340491120022007,Oak Terrace Elem School,Highwood,Lake,LARGE,ELEMENTARY,36.0,17.0,19.0,21.0,,8.0,,,,,8.0
340491120022008,Wayne Thomas Elem School,Highland Park,Lake,LARGE,ELEMENTARY,46.0,26.0,20.0,28.0,,9.0,,,,,8.0
340491120023001,Green Bay School,Highland Park,Lake,LARGE,PreK,,,,,,,,,,,
340491130170001,Deerfield High School,Deerfield,Lake,LARGE,HIGH SCHOOL,224.0,110.0,114.0,188.0,,12.0,16.0,,,8.0,29.0
340491130170002,Highland Park High School,Highland Park,Lake,LARGE,HIGH SCHOOL,310.0,156.0,154.0,224.0,,58.0,10.0,,,16.0,69.0
340491140021001,Stanton School,Fox Lake,Lake,MEDIUM,MIDDLE SCHL,75.0,28.0,47.0,59.0,,11.0,,,,,3.0
340491140022003,Lotus School,Spring Grove,Lake,MEDIUM,ELEMENTARY,,,,,,,,,,,
340491150160001,Lake Forest High School,Lake Forest,Lake,MEDIUM,HIGH SCHOOL,279.0,134.0,145.0,216.0,,29.0,14.0,,,16.0,89.0
340491160260006,Round Lake Senior High School,Round Lake,Lake,LARGE,HIGH SCHOOL,127.0,68.0,59.0,25.0,2.0,92.0,,,,,10.0
340491160261003,Round Lake Middle School,Round Lake Heights,Lake,LARGE,MIDDLE SCHL,73.0,38.0,35.0,10.0,3.0,56.0,,,,,4.0
340491160261004,Magee Middle School,Round Lake,Lake,LARGE,MIDDLE SCHL,55.0,32.0,23.0,5.0,1.0,44.0,,,,,3.0
340491160262001,Raymond Ellis Elem School,Round Lake Beach,Lake,LARGE,ELEMENTARY,40.0,17.0,23.0,,,34.0,,,,,0.0
340491160262002,Indian Hill Elem School,Round Lake Heights,Lake,LARGE,ELEMENTARY,27.0,17.0,10.0,8.0,1.0,17.0,,,,,
340491160262004,Round Lake Beach Elem School,Round Lake Beach,Lake,LARGE,ELEMENTARY,19.0,10.0,9.0,4.0,,15.0,,,,,2.0
340491160262005,W J Murphy Elem School,Round Lake Park,Lake,LARGE,ELEMENTARY,37.0,25.0,12.0,6.0,3.0,28.0,,,,,1.0
340491160262006,Village Elementary School,Round Lake,Lake,LARGE,ELEMENTARY,22.0,9.0,13.0,,2.0,16.0,,,,,1.0
340491160262007,Pleviak Elem School,Lake Villa,Lake,LARGE,ELEMENTARY,,,,,,,,,,,
340491170160001,Antioch Comm High School,Antioch,Lake,MEDIUM,HIGH SCHOOL,167.0,75.0,92.0,130.0,5.0,24.0,,,,,23.0
340491170160002,Lakes Community High School,Lake Villa,Lake,MEDIUM,HIGH SCHOOL,203.0,93.0,110.0,176.0,5.0,12.0,,,,,33.0
340491180260005,Wauconda High School,Wauconda,Lake,LARGE,HIGH SCHOOL,199.0,107.0,92.0,121.0,,53.0,14.0,,,10.0,41.0
340491180261003,Wauconda Middle School,Wauconda,Lake,LARGE,MIDDLE SCHL,124.0,73.0,51.0,91.0,,24.0,,,,,16.0
340491180261004,Matthews Middle School,Island Lake,Lake,LARGE,MIDDLE SCHL,113.0,62.0,51.0,68.0,,37.0,,,,,15.0
340491180262001,Wauconda Grade School,Wauconda,Lake,LARGE,ELEMENTARY,34.0,19.0,15.0,24.0,,7.0,,,,,
340491180262005,Robert Crown School,Wauconda,Lake,LARGE,ELEMENTARY,95.0,38.0,57.0,68.0,,20.0,,,,,17.0
340491180262007,Cotton Creek School,Island Lake,Lake,LARGE,ELEMENTARY,48.0,29.0,19.0,27.0,,15.0,,,,,6.0
340491200130001,Mundelein Cons High School,Mundelein,Lake,MEDIUM,HIGH SCHOOL,317.0,169.0,148.0,155.0,,119.0,16.0,,,24.0,52.0
340491210170001,Warren Township High School,Gurnee,Lake,LARGE,HIGH SCHOOL,516.0,251.0,265.0,235.0,38.0,148.0,64.0,,,22.0,49.0
340491240160001,Grant Community High School,Fox Lake,Lake,MEDIUM,HIGH SCHOOL,259.0,110.0,149.0,149.0,6.0,73.0,13.0,,,18.0,19.0
340491250130001,Adlai E Stevenson High School,Lincolnshire,Lake,LARGE,HIGH SCHOOL,837.0,393.0,444.0,376.0,15.0,69.0,342.0,,,31.0,118.0
340491260170001,Zion-Benton Twnshp Hi Sch,Zion,Lake,MEDIUM,HIGH SCHOOL,87.0,35.0,52.0,26.0,11.0,44.0,,,,2.0,6.0
340491260170002,New Tech High - Zion-Benton East,Zion,Lake,MEDIUM,HIGH SCHOOL,27.0,17.0,10.0,9.0,5.0,12.0,,,,,
340491270160001,Grayslake Central High School,Grayslake,Lake,MEDIUM,HIGH SCHOOL,224.0,120.0,104.0,136.0,8.0,39.0,29.0,,,12.0,42.0
340491270160002,Grayslake North High School,Grayslake,Lake,MEDIUM,HIGH SCHOOL,199.0,90.0,109.0,105.0,11.0,57.0,16.0,,,10.0,15.0
340491280160002,Libertyville High School,Libertyville,Lake,MEDIUM,HIGH SCHOOL,308.0,150.0,158.0,218.0,,36.0,34.0,,,19.0,47.0
340491280160004,Vernon Hills High School,Vernon Hills,Lake,MEDIUM,HIGH SCHOOL,323.0,164.0,159.0,162.0,,38.0,91.0,,,26.0,62.0
340491870260001,North Chicago Community High Sch,North Chicago,Lake,LARGE,HIGH SCHOOL,18.0,13.0,5.0,4.0,7.0,5.0,,,,,0.0
340491870261003,Neal Math Science Academy,North Chicago,Lake,LARGE,MIDDLE SCHL,36.0,12.0,24.0,9.0,5.0,19.0,,,,,3.0
340491870262002,Forrestal Elem School,Great Lakes,Lake,LARGE,ELEMENTARY,,,,,,,,,,,
340491870262008,A J Katzenmaier Academy,North Chicago,Lake,LARGE,ELEMENTARY,25.0,6.0,19.0,4.0,8.0,12.0,,,,,1.0
340491870262009,Evelyn Alexander School,North Chicago,Lake,LARGE,ELEMENTARY,,,,,,,,,,,
34049187026202C,LEARN Charter Sch 6 North Chicago Campus,Great Lakes,Lake,LARGE,CHARTER SCH,46.0,24.0,22.0,,9.0,26.0,,,,,5.0
34049187026203C,LEARN 10 Charter School,North Chicago,Lake,LARGE,CHARTER SCH,17.0,13.0,4.0,,4.0,11.0,,,,,
340491870263003,Green Bay Early Childhood Center,North Chicago,Lake,LARGE,PreK,,,,,,,,,,,
340492200260004,Barrington High School,Barrington,Lake,LARGE,HIGH SCHOOL,484.0,241.0,243.0,292.0,7.0,54.0,113.0,,,16.0,82.0
340492200261003,Barrington Middle Sch Station,Barrington,Lake,LARGE,MIDDLE SCHL,244.0,130.0,114.0,159.0,,32.0,35.0,,,13.0,39.0
340492200261004,Barrington Mdle Sch- Prairie Cmps,Barrington,Lake,LARGE,MIDDLE SCHL,270.0,144.0,126.0,153.0,,31.0,66.0,,,13.0,36.0
340492200262001,Countryside Elem School,Barrington,Lake,LARGE,ELEMENTARY,46.0,23.0,23.0,35.0,,,,,,,3.0
340492200262002,Hough Street Elem School,Barrington,Lake,LARGE,ELEMENTARY,41.0,23.0,18.0,31.0,,,,,,,7.0
340492200262003,Sunny Hill Elem School,Carpentersville,Lake,LARGE,ELEMENTARY,17.0,11.0,6.0,,,13.0,,,,,2.0
340492200262004,Grove Avenue Elem School,Barrington,Lake,LARGE,ELEMENTARY,62.0,27.0,35.0,37.0,,,17.0,,,,7.0
340492200262005,North Barrington Elem School,North Barrington,Lake,LARGE,ELEMENTARY,53.0,27.0,26.0,46.0,,,,,,,8.0
340492200262006,Roslyn Road Elem School,Barrington,Lake,LARGE,ELEMENTARY,65.0,31.0,34.0,48.0,,6.0,,,,,9.0
340492200262007,Arnett C Lines Elem School,Barrington,Lake,LARGE,ELEMENTARY,55.0,29.0,26.0,49.0,,,,,,,7.0
340492200262009,Barbara B Rose Elem School,South Barrington,Lake,LARGE,ELEMENTARY,84.0,41.0,43.0,27.0,,,45.0,,,10.0,13.0
34049900025201C,Prairie Crossing Charter School,Grayslake,Lake,MEDIUM,CHARTER SCH,66.0,39.0,27.0,48.0,,,9.0,,,,8.0
34049901025201C,LEARN John and Kathy Schreiber Charter School,Waukegan,Lake,SMALL,CHARTER SCH,55.0,30.0,25.0,,3.0,49.0,,,,,5.0
350500010260001,Leland High School,Leland,La Salle,SMALL,HIGH SCHOOL,,,,,,,,,,,
350500010262001,Leland Elem School,Leland,La Salle,SMALL,ELEMENTARY,26.0,15.0,11.0,20.0,,,,,,,
350500020260001,Serena High School,Serena,La Salle,MEDIUM,HIGH SCHOOL,12.0,6.0,6.0,12.0,,,,,,,
350500020261001,Serena Middle School,Serena,La Salle,MEDIUM,MIDDLE SCHL,46.0,22.0,24.0,42.0,,,,,,,5.0
350500020262002,Harding Grade School,Earlville,La Salle,MEDIUM,ELEMENTARY,,,,,,,,,,,
350500020262004,Sheridan Elem School,Sheridan,La Salle,MEDIUM,ELEMENTARY,,,,,,,,,,,
350500090260001,Earlville Jr/Sr High School,Earlville,La Salle,SMALL,HIGH SCHOOL,15.0,10.0,5.0,14.0,,,,,,,
350500090262001,Earlville Elem School,Earlville,La Salle,SMALL,ELEMENTARY,28.0,12.0,16.0,23.0,,,,,,,3.0
350500090263001,The Earlville Early Learning Center,Earlville,La Salle,SMALL,ELEMENTARY,,,,,,,,,,,
350500175042001,Dimmick Comm Cons SD 175,La Salle,La Salle,,ELEMENTARY,16.0,9.0,7.0,13.0,,,,,,,
350500400170001,Streator Twp High School,Streator,La Salle,MEDIUM,HIGH SCHOOL,84.0,31.0,53.0,62.0,,14.0,,,,5.0,11.0
350500440021005,Northlawn Jr High School,Streator,La Salle,MEDIUM,MIDDLE SCHL,124.0,69.0,55.0,81.0,4.0,30.0,,,,7.0,15.0
350500440022001,Centennial Elem School,Streator,La Salle,MEDIUM,ELEMENTARY,,,,,,,,,,,
350500440022003,Kimes Elem School,Streator,La Salle,MEDIUM,ELEMENTARY,,,,,,,,,,,
350500650042001,Ransom Grade School,Ransom,La Salle,SMALL,ELEMENTARY,9.0,3.0,,9.0,,,,,,,
350500790042001,Tonica Grade School,Tonica,La Salle,SMALL,ELEMENTARY,13.0,7.0,,12.0,,,,,,,
350500820042001,Deer Park C C Elem School,Ottawa,La Salle,SMALL,ELEMENTARY,7.0,,,6.0,,,,,,,
350500950042001,Grand Ridge School,Grand Ridge,La Salle,SMALL,ELEMENTARY,31.0,14.0,17.0,29.0,,,,,,,
350501200170001,La Salle-Peru Twp High School,La Salle,La Salle,MEDIUM,HIGH SCHOOL,160.0,79.0,81.0,127.0,,26.0,,,,,7.0
350501220021006,Lincoln Jr High School,La Salle,La Salle,MEDIUM,MIDDLE SCHL,40.0,26.0,13.0,27.0,,11.0,,,,,4.0
350501220022005,Northwest Elem School,La Salle,La Salle,MEDIUM,ELEMENTARY,33.0,15.0,18.0,22.0,,9.0,,,,,3.0
350501240021001,Parkside Middle School,Peru,La Salle,MEDIUM,MIDDLE SCHL,112.0,58.0,54.0,85.0,,12.0,,,,7.0,9.0
350501240022003,Northview Elem School,Peru,La Salle,MEDIUM,ELEMENTARY,,,,,,,,,,,
350501250022001,Washington Elem School,Oglesby,La Salle,MEDIUM,ELEMENTARY,21.0,9.0,12.0,18.0,,,,,,,1.0
350501250022002,Lincoln Elem School,Oglesby,La Salle,MEDIUM,ELEMENTARY,13.0,7.0,6.0,10.0,,,,,,,
350501400170001,Ottawa Township High School,Ottawa,La Salle,MEDIUM,HIGH SCHOOL,88.0,41.0,47.0,70.0,,9.0,,,,2.0,2.0
350501410021009,Shepherd Middle School,Ottawa,La Salle,LARGE,MIDDLE SCHL,86.0,38.0,48.0,64.0,,17.0,,,,2.0,4.0
350501410022004,Jefferson Elem School,Ottawa,La Salle,LARGE,ELEMENTARY,,,,,,,,,,,
350501410022005,McKinley Elem School,Ottawa,La Salle,LARGE,ELEMENTARY,,,,,,,,,,,
350501410022006,Lincoln Elem School,Ottawa,La Salle,LARGE,ELEMENTARY,,,,,,,,,,,
350501410022009,Central Intermediate School,Ottawa,La Salle,LARGE,ELEMENTARY,105.0,52.0,53.0,80.0,,17.0,,,,4.0,6.0
350501500022001,Marseilles Elementary School,Marseilles,La Salle,MEDIUM,ELEMENTARY,48.0,22.0,26.0,40.0,,4.0,,,,,4.0
350501600170001,Seneca High School,Seneca,La Salle,SMALL,HIGH SCHOOL,59.0,34.0,25.0,54.0,,,,,,,5.0
350501700041001,Seneca Elem School South Campus,Seneca,La Salle,MEDIUM,MIDDLE SCHL,68.0,34.0,34.0,63.0,,,,,,,4.0
350501700042001,Seneca Grade School North Campus,Seneca,La Salle,MEDIUM,ELEMENTARY,,,,,,,,,,,
350501850042001,Waltham Elementary School,Utica,La Salle,SMALL,ELEMENTARY,33.0,21.0,12.0,29.0,,,,,,,
350501950042001,Wallace Elem School,Ottawa,La Salle,MEDIUM,ELEMENTARY,45.0,23.0,22.0,38.0,,,,,,,4.0
350502100042001,Milton Pope Elem School,Marseilles,La Salle,SMALL,ELEMENTARY,19.0,12.0,7.0,18.0,,,,,,,
350502300042001,Rutland Elem School,Ottawa,La Salle,SMALL,ELEMENTARY,,,,,,,,,,,
350502800170001,Mendota Twp High School,Mendota,La Salle,SMALL,HIGH SCHOOL,51.0,26.0,25.0,33.0,,16.0,,,,,
350502890041002,Northbrook School,Mendota,La Salle,MEDIUM,MIDDLE SCHL,124.0,62.0,62.0,88.0,3.0,32.0,,,,,5.0
350502890042002,Lincoln Elem School,Mendota,La Salle,MEDIUM,ELEMENTARY,,,,,,,,,,,
350502890042003,Blackstone Elem School,Mendota,La Salle,MEDIUM,ELEMENTARY,,,,,,,,,,,
350504250262001,Lostant Elem School,Lostant,La Salle,SMALL,ELEMENTARY,8.0,,6.0,8.0,,,,,,,
350590050260001,Henry-Senachwine High School,Henry,Marshall,MEDIUM,HIGH SCHOOL,22.0,13.0,9.0,22.0,,,,,,,
350590050262001,Henry-Senachwine Grade School,Henry,Marshall,MEDIUM,ELEMENTARY,48.0,24.0,24.0,45.0,,,,,,,6.0
350590070260001,Midland High School,Varna,Marshall,MEDIUM,HIGH SCHOOL,24.0,15.0,9.0,24.0,,,,,,,
350590070261001,Midland Middle School,Sparland,Marshall,MEDIUM,MIDDLE SCHL,63.0,30.0,33.0,58.0,,,,,,,2.0
350590070262001,Midland Elementary School,Lacon,Marshall,MEDIUM,ELEMENTARY,,,,,,,,,,,
350785350260002,Putnam County High School,Granville,Putnam,MEDIUM,HIGH SCHOOL,26.0,11.0,15.0,26.0,,,,,,,
350785350261001,Putnam County Jr High School,Mc Nabb,Putnam,MEDIUM,MIDDLE SCHL,28.0,17.0,11.0,22.0,,,,,,,3.0
350785350262004,Putnam County Elem School,Hennepin,Putnam,MEDIUM,ELEMENTARY,35.0,22.0,13.0,29.0,,3.0,,,,,4.0
350785350262006,Putnam Co Primary Sch,Granville,Putnam,MEDIUM,ELEMENTARY,,,,,,,,,,,
390550010260001,Argenta-Oreana High School,Argenta,Macon,MEDIUM,HIGH SCHOOL,7.0,4.0,3.0,6.0,,,,,,,
390550010261001,Argenta-Oreana Middle School,Argenta,Macon,MEDIUM,MIDDLE SCHL,34.0,18.0,16.0,27.0,,,,,,,
390550010262002,Argenta-Oreana Elementary School,Oreana,Macon,MEDIUM,ELEMENTARY,32.0,19.0,13.0,27.0,,,,,,,
390550020260001,Maroa-Forsyth Senior High Sch,Maroa,Macon,MEDIUM,HIGH SCHOOL,53.0,26.0,27.0,42.0,,,,,,,
390550020261001,Maroa-Forsyth Middle School,Maroa,Macon,MEDIUM,MIDDLE SCHL,48.0,25.0,23.0,39.0,,,8.0,,,,1.0
390550020262003,Maroa-Forsyth Grade School,Forsyth,Macon,MEDIUM,ELEMENTARY,51.0,30.0,21.0,38.0,,,11.0,,,,3.0
390550030260001,Mt Zion High School,Mount Zion,Macon,LARGE,HIGH SCHOOL,111.0,47.0,64.0,97.0,,,,,,7.0,9.0
390550030261001,Mt Zion Jr High School,Mount Zion,Macon,LARGE,MIDDLE SCHL,134.0,69.0,65.0,124.0,,,,,,,9.0
390550030262004,McGaughey Elem School,Mount Zion,Macon,LARGE,ELEMENTARY,,,,,,,,,,,
390550030262005,Mt Zion Elem School,Mount Zion,Macon,LARGE,ELEMENTARY,,,,,,,,,,,
390550030262006,Mt Zion Intermediate School,Mount Zion,Macon,LARGE,ELEMENTARY,116.0,60.0,56.0,103.0,,,,,,,9.0
390550090260001,Sangamon Valley High School,Niantic,Macon,MEDIUM,HIGH SCHOOL,23.0,10.0,13.0,22.0,,,,,,,4.0
390550090261001,Sangamon Valley Middle School,Illiopolis,Macon,MEDIUM,MIDDLE SCHL,33.0,20.0,13.0,29.0,,,,,,,2.0
390550090262001,Sangamon Valley Primary School,Harristown,Macon,MEDIUM,ELEMENTARY,,,,,,,,,,,
390550090262002,Sangamon Valley Intermediate School,Illiopolis,Macon,MEDIUM,ELEMENTARY,23.0,13.0,10.0,23.0,,,,,,,
390550110260001,Warrensburg-Latham High School,Warrensburg,Macon,MEDIUM,HIGH SCHOOL,31.0,22.0,9.0,25.0,,,,,,,4.0
390550110261002,Warrensburg-Latham Middle Sch,Warrensburg,Macon,MEDIUM,MIDDLE SCHL,32.0,18.0,14.0,29.0,,,,,,,
390550110262001,Warrensburg-Latham Elem Sch,Warrensburg,Macon,MEDIUM,ELEMENTARY,27.0,15.0,12.0,22.0,,,,,,,4.0
390550150260001,Meridian High School,Macon,Macon,MEDIUM,HIGH SCHOOL,37.0,13.0,24.0,33.0,,,,,,,
390550150261001,Meridian Middle School,Macon,Macon,MEDIUM,MIDDLE SCHL,39.0,19.0,20.0,36.0,,,,,,,3.0
390550150262001,Meridian Elem School,Blue Mound,Macon,MEDIUM,ELEMENTARY,27.0,15.0,12.0,25.0,,,,,,,2.0
390550610250036,Eisenhower High School,Decatur,Macon,LARGE,HIGH SCHOOL,50.0,28.0,22.0,31.0,5.0,,,,,11.0,6.0
390550610250038,MacArthur High School,Decatur,Macon,LARGE,HIGH SCHOOL,55.0,32.0,23.0,24.0,15.0,,,,,12.0,5.0
390550610251034,Stephen Decatur Middle School,Decatur,Macon,LARGE,MIDDLE SCHL,33.0,20.0,13.0,17.0,5.0,,,,,11.0,4.0
390550610252004,Dennis Lab School,Decatur,Macon,LARGE,ELEMENTARY,28.0,20.0,8.0,16.0,6.0,,,,,2.0,2.0
390550610252009,Franklin Grove Elem School,Decatur,Macon,LARGE,ELEMENTARY,2.0,0.0,2.0,0.0,1.0,,,,,,0.0
390550610252010,American Dreamer STEM Academy,Decatur,Macon,LARGE,ELEMENTARY,11.0,3.0,8.0,,7.0,,,,,,1.0
390550610252011,Montessori Academy for Peace,Decatur,Macon,LARGE,ELEMENTARY,33.0,17.0,16.0,20.0,6.0,,,,,6.0,4.0
390550610252016,Muffley Elem School,Decatur,Macon,LARGE,ELEMENTARY,6.0,5.0,1.0,3.0,1.0,,,,,,0.0
390550610252019,Parsons Elementary School,Decatur,Macon,LARGE,ELEMENTARY,8.0,5.0,3.0,7.0,0.0,,,,,1.0,2.0
39055061025201C,Robertson Charter School,Decatur,Macon,LARGE,CHARTER SCH,10.0,3.0,7.0,,8.0,,,,,,
390550610252023,South Shores Elem School,Decatur,Macon,LARGE,ELEMENTARY,5.0,3.0,2.0,4.0,0.0,,,,,,2.0
390550610252031,Michael E Baum Elem School,Decatur,Macon,LARGE,ELEMENTARY,6.0,5.0,1.0,4.0,,,,,,,
390550610252032,Johns Hill Magnet School,Decatur,Macon,LARGE,ELEMENTARY,54.0,26.0,28.0,21.0,16.0,7.0,,,,6.0,1.0
390550610252034,Hope Academy,Decatur,Macon,LARGE,ELEMENTARY,6.0,3.0,3.0,3.0,3.0,,,,,0.0,0.0
390550610253001,Pershing Early Learning Center,Decatur,Macon,LARGE,PreK,,,,,,,,,,,
390740050260001,Bement High School,Bement,Piatt,SMALL,HIGH SCHOOL,12.0,6.0,,11.0,,,,,,,
390740050261001,Bement Middle School,Bement,Piatt,SMALL,MIDDLE SCHL,20.0,12.0,8.0,17.0,,,,,,,
390740050262001,Bement Elementary School,Bement,Piatt,SMALL,ELEMENTARY,15.0,8.0,7.0,14.0,,,,,,,
390740250260001,Monticello High School,Monticello,Piatt,MEDIUM,HIGH SCHOOL,64.0,41.0,23.0,59.0,,,,,,,11.0
390740250261002,Monticello Middle School,Monticello,Piatt,MEDIUM,MIDDLE SCHL,74.0,35.0,39.0,67.0,,,,,,,6.0
390740250262005,White Heath Elem School,White Heath,Piatt,MEDIUM,ELEMENTARY,95.0,45.0,50.0,91.0,,,,,,,7.0
390740250262006,Washington School,Monticello,Piatt,MEDIUM,ELEMENTARY,,,,,,,,,,,
390740570260001,Deland-Weldon High School,De Land,Piatt,SMALL,HIGH SCHOOL,,,,,,,,,,,
390740570261001,Deland-Weldon Middle School,Weldon,Piatt,SMALL,MIDDLE SCHL,,,,,,,,,,,
390740570262002,Deland-Weldon Elem School,Weldon,Piatt,SMALL,ELEMENTARY,,,,,,,,,,,
390741000260001,Cerro Gordo Jr and Sr High School,Cerro Gordo,Piatt,MEDIUM,HIGH SCHOOL,45.0,22.0,23.0,41.0,,,,,,,
390741000262003,Cerro Gordo Elem School,Cerro Gordo,Piatt,MEDIUM,ELEMENTARY,27.0,13.0,14.0,25.0,,,,,,,
400070400260001,Calhoun High School,Hardin,Calhoun,SMALL,HIGH SCHOOL,23.0,10.0,13.0,21.0,,,,,,,
400070400262001,Calhoun Elementary/ Jr High Sch,Hardin,Calhoun,SMALL,ELEMENTARY,44.0,27.0,17.0,44.0,,,,,,,1.0
400070420260001,Brussels High School,Brussels,Calhoun,SMALL,HIGH SCHOOL,14.0,,,13.0,,,,,,,
400070420262001,Brussels Grade School,Brussels,Calhoun,SMALL,ELEMENTARY,,,,,,,,,,,
400310010260003,Carrollton High School,Carrollton,Greene,MEDIUM,HIGH SCHOOL,20.0,11.0,9.0,20.0,,,,,,,
400310010262001,Carrollton Grade School,Carrollton,Greene,MEDIUM,ELEMENTARY,34.0,14.0,20.0,33.0,,,,,,,
400310030260001,North Greene Jr/Sr High Sch,White Hall,Greene,MEDIUM,HIGH SCHOOL,40.0,17.0,23.0,37.0,,,,,,,3.0
400310030262002,North Greene Elem,Roodhouse,Greene,MEDIUM,ELEMENTARY,31.0,15.0,16.0,27.0,,,,,,,9.0
400310100260001,Greenfield High School,Greenfield,Greene,SMALL,HIGH SCHOOL,26.0,12.0,14.0,26.0,,,,,,,
400310100262003,Greenfield Elem School,Greenfield,Greene,SMALL,ELEMENTARY,19.0,9.0,10.0,19.0,,,,,,,0.0
400421000260001,Jersey Comm High School,Jerseyville,Jersey,LARGE,HIGH SCHOOL,204.0,79.0,125.0,193.0,,,,,,,8.0
400421000261002,Jersey Community Middle School,Jerseyville,Jersey,LARGE,MIDDLE SCHL,96.0,47.0,49.0,89.0,,,,,,,3.0
400421000262006,Grafton Elem School,Grafton,Jersey,LARGE,ELEMENTARY,,,,,,,,,,,
400421000262007,Jerseyville East Elem School,Jerseyville,Jersey,LARGE,ELEMENTARY,,,,,,,,,,,
400421000262008,Jerseyville West Elem School,Jerseyville,Jersey,LARGE,ELEMENTARY,,,,,,,,,,,
400560010260002,Carlinville High School,Carlinville,Macoupin,MEDIUM,HIGH SCHOOL,46.0,30.0,16.0,46.0,,,,,,,9.0
400560010261001,Carlinville Middle School,Carlinville,Macoupin,MEDIUM,MIDDLE SCHL,56.0,31.0,25.0,55.0,,,,,,,6.0
400560010262005,Carlinville Primary School,Carlinville,Macoupin,MEDIUM,ELEMENTARY,,,,,,,,,,,
400560010262006,Carlinville Intermediate School,Carlinville,Macoupin,MEDIUM,ELEMENTARY,54.0,23.0,31.0,51.0,,,,,,,14.0
400560020260004,Northwestern High School,Palmyra,Macoupin,SMALL,HIGH SCHOOL,16.0,8.0,8.0,16.0,,,,,,,
400560020261001,Northwestern Jr High School,Palmyra,Macoupin,SMALL,MIDDLE SCHL,15.0,5.0,10.0,15.0,,,,,,,
400560020262005,Northwestern Elem School,Palmyra,Macoupin,SMALL,ELEMENTARY,8.0,,4.0,7.0,,,,,,,
400560050260001,Mt Olive High School,Mount Olive,Macoupin,SMALL,HIGH SCHOOL,9.0,,,8.0,,,,,,,
400560050262001,Mt Olive Elementary School,Mount Olive,Macoupin,SMALL,ELEMENTARY,38.0,21.0,17.0,37.0,,,,,,,
400560060260001,Staunton High School,Staunton,Macoupin,MEDIUM,HIGH SCHOOL,57.0,30.0,27.0,54.0,,,,,,,3.0
400560060261001,Staunton Jr High School,Staunton,Macoupin,MEDIUM,MIDDLE SCHL,58.0,32.0,26.0,53.0,,,,,,,4.0
400560060262001,Staunton Elem School,Staunton,Macoupin,MEDIUM,ELEMENTARY,48.0,26.0,22.0,45.0,,,,,,,5.0
400560070260003,Gillespie High School,Gillespie,Macoupin,MEDIUM,HIGH SCHOOL,30.0,16.0,14.0,27.0,,,,,,,1.0
400560070261002,Gillespie Middle School,Gillespie,Macoupin,MEDIUM,MIDDLE SCHL,51.0,30.0,21.0,49.0,,,,,,,6.0
400560070262003,Ben-Gil Elementary School,Gillespie,Macoupin,MEDIUM,ELEMENTARY,33.0,16.0,17.0,33.0,,,,,,,2.0
400560080260001,Bunker Hill High School,Bunker Hill,Macoupin,MEDIUM,HIGH SCHOOL,41.0,25.0,16.0,36.0,,,,,,,2.0
400560080262003,Wolf Ridge Education Center,Bunker Hill,Macoupin,MEDIUM,ELEMENTARY,22.0,13.0,9.0,22.0,,,,,,,
400560090260001,Southwestern High School,Piasa,Macoupin,MEDIUM,HIGH SCHOOL,44.0,25.0,19.0,42.0,,,,,,,
400560090261002,Southwestern Middle School,Piasa,Macoupin,MEDIUM,MIDDLE SCHL,53.0,27.0,26.0,50.0,,,,,,,2.0
400560090262004,Medora Intermediate School,Medora,Macoupin,MEDIUM,ELEMENTARY,54.0,26.0,28.0,52.0,,,,,,,3.0
400560090262005,Shipman Elem School,Shipman,Macoupin,MEDIUM,ELEMENTARY,,,,,,,,,,,
400560090262006,Brighton North Primary School,Brighton,Macoupin,MEDIUM,ELEMENTARY,,,,,,,,,,,
400560340260001,North Mac High School,Virden,Macoupin,MEDIUM,HIGH SCHOOL,42.0,24.0,18.0,42.0,,,,,,,6.0
400560340261001,North Mac Middle School,Girard,Macoupin,MEDIUM,MIDDLE SCHL,29.0,15.0,14.0,29.0,,,,,,,2.0
